name;Ca;dCa;Co;dCo;Cu;dCu;Fe;dFe;Ni;dNi;Описание;is_solid;id;tags;status_id;is_solution;last_normalized;sample_mass;Sc;dSc;repeat_number;method_number;created_at;priority;series_base;is_series;V (ml);Плотность;Масса твердого (g);pH;Eh;Масса навески (g);Объем р-ра H2SO4 (ml);Масса железных окатышей (g);Масса Ca(OH)2 (g);Масса CaCO3 (g);merge_date;Al;Mg;dZn;merged_from;dMg;dCd;Pb;dSi;Zn;dS;dMn;Si;Mn;dPb;Cd;S;dAl;масса;общая;last_mass_volume_update;mass_volume_source;Разбавление;Ru;mIr;mAl;K;Ag;mSc;mCu;Ir;mPt;mAu;mCl;mFe;Os;mRh;Cl;mCa;Rh;Pd;mNi;mCd;mRu;Масса навески (mg);mK;Mo;mZn;V_aliq (l);last_mass_recalculation;mCo;mMn;Au;mPb;mMo;mOs;mS;mPd;mAg;Pt;mSi;mMg;mEh;C;dC;mC;mass_solid_copied_from_C;last_copy_check;skip_reason;mass_source_for_solid;mass_volume_copy_skipped;Масса;Hg;mHg;Массовая доля CaCO3;Массовая доля Ca(OH)2;Объем суспензии CaCO3;Объем суспензии Ca(OH)2;volume_calculation_note;mass_calculation_note
T2-4B1;50.21;0.7354;0.0482;0.0427;0.9271;0.0333;685.3667;595.1699;1.5003;0.0175;0;0;526;[];8;0;2026-01-26T16:26:07.625596;60.4543;0.9588;0.0091;0;0;0;0;0;0;149.27;0.405;-133.2235;0;0;0.1055;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2026-02-03T10:05:45.924168;T2-4C1;0;0;0;0;0;0;27.4709;26.5627;0;0;0;0;19636.6817;0;0;0;1438.5843;0;0;42.9856;0;0;105.5;0;0;0;0.05;2026-02-06T10:07:06.435685;1.381;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;Масса образца (g) из пробы C;0;0;0;0;0;0;0;0;0;0
T2-L2P2F2A1;57.908;0.1485;0.035;0.0092;0.019;0.0078;840;73.5223;1.986;0.0126;0;0;527;[];3;0;2026-01-26T16:26:07.625598;410;1.2578;0.0103;0;0;0;0;0;0;294.59;1.3918;173.115;0;0;0;0;0;0;0;0;0.3116;0;0;0;0;0;0.0965;0;0.035;0;0;0;2.1987;0;0;600;0;0;0;2026-02-03T10:05:45.924012;T2-L2P2F2C1;10;0;0;0.9179;3.003;0.001;3.7054;0.056;0;0;0;736.475;2474.556;0;0;250;170.5912;0;0;5.8506;0;0;0;8.8465;0.0007;0.1031;0.05;2026-02-06T10:07:06.435712;0.1031;6.4772;0;0.2843;0.0021;0;1767.54;0;0.0029;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Скопирован из T2-L2P2A1;0
T2-L2P2F2A2;62.237;0.1237;0.076;0.0138;0.022;0.008;1222;131.2383;3.227;0.0173;0;0;528;[];3;0;2026-01-26T16:26:07.625601;420;1.2335;0.0088;0;0;0;0;0;0;296.9;1.4146;184.65;0;0;0;0;0;0;0;0;0.8877;0;0;0;0;0;0.0972;0;0.072;0;0;0;2.4749;0;0;850;0;0;0;2026-02-03T10:05:45.924020;T2-L2P2F2C2;10;0;0;2.6356;1.668;0.0011;3.6623;0.0653;0;0;0;771.94;3628.118;0;0;260;184.7817;0;0;9.581;0;0;0;4.9523;0.0011;0.2138;0.05;2026-02-06T10:07:06.435739;0.2256;7.348;0;0.2886;0.0033;0;2523.65;0;0.0033;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Скопирован из T2-L2P2A2;0
T2-L1B3;71.6017;0.5586;0.0423;0.0128;0.5585;0;135.2222;25.2428;1.1123;0.0175;0;0;529;[];3;0;2026-01-28T18:20:23.486020;8.9748;0.9883;0.0064;0;0;0;0;0;0;117.89;0.0761;-163.3728;0;0;0.1154;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2026-02-03T10:05:45.924075;T2-L1C3;0;0;0;0;0;0;3.8431;2.1718;0;0;0;0;525.8198;0;0;0;278.4276;0;0;4.3252;0;0;115.4333;0;0;0;0.05;2026-02-06T10:07:06.435765;0.1645;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;Масса образца (g) из пробы C;0;0;0;0;0;0;0;0;0;1/2 от T2-1B3
T2-L1P1B3;241.95;11.4316;0.0614;0.0033;0.2817;0.0066;357.7667;2.434;1.2751;0.0251;0;0;530;[];3;0;2026-01-28T18:40:44.332767;43.5988;0.9515;0.0029;0;0;0;0;0;0;210.8539;0.2068;-250.8827;0;0;0.1119;0;0;0;0;0;6.9047;0;0;0;0;0;0.0086;0;0.077;0;0;0;0.1882;0;0.0005;240;0;0;0;2026-02-03T10:05:45.924091;T2-L1P1C3;0;0.0002;0;134.5115;1.086;0.0008;18.5363;5.4878;0;0.0019;0;145329.3333;6969.7046;0;0.0039;7460;4713.4628;0.0002;0.0004;24.8404;0.0097;0.0039;111.9333;21.1565;0.0015;1.5;0.05;2026-02-06T10:07:06.435791;1.1961;3.6664;0;0.1675;0.0292;0;4675.4745;0.0078;0.0156;0.0001;0;0;0;0;0;0;1;0;0;Масса образца (g) из пробы C;0;0;0;0;0;0;0;0;0;8.974800000000005 + 2.32*(55.0мл*1.2г/мл*0.2) + 4.0
T2-L1P1F1D4;279.1667;9.2395;0.5038;0.0107;2.4746;0.0168;283.0333;2.0699;13.4632;0.0975;0;0;531;[];7;0;2026-01-26T16:26:07.625609;1.92;0.9527;0.0042;0;0;0;0;0;0;0;0;2.88;0;0;0.1095;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.8352;2.1695;0;0;0;0;248.1388;0;0;0;244.7489;0;0;11.8034;0;0;109.4667;0;0;0;0.05;2026-02-06T10:07:06.435816;0.4417;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
T2-L1P1F1N1B3;435.275;4.4901;0.0199;0.0012;0.0688;0.0056;260.5833;6.125;0.5734;0.0147;0;0;532;[];3;0;2026-01-26T16:26:07.625611;81.987;0.9223;0.0032;0;0;0;0;0;0;0;0;122.9805;0;0;0.109;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;34.6865;2.5875;0;0;0;0;9800.2032;0;0;0;16370.1337;0;0;21.5648;0;0;108.95;0;0;0;0.05;2026-02-06T10:07:06.435843;0.7484;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2026-02-03T10:05:45.924109;Длина имени (13) > 11 символов;0;1;0;0;0;0;0;0;0;0;0
T2-L1P1F1N1B4;372.25;5.3033;0.0278;0.0009;0.0861;0.006;285.9333;10.5116;0.627;0.0175;0;0;533;[];3;0;2026-01-26T16:26:07.625613;60.1227;0.9238;0.0038;0;0;0;0;0;0;0;0;90.184;0;0;0.1066;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;26.0513;2.428;0;0;0;0;8063.3593;0;0;0;10497.5024;0;0;17.6815;0;0;106.6;0;0;0;0.05;2026-02-06T10:07:06.435869;0.784;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2026-02-03T10:05:45.924116;Длина имени (13) > 11 символов;0;1;0;0;0;0;0;0;0;0;0
T2-L2B2;44.5335;0.2828;0.0585;0.0279;0.5535;0.0054;201;110.2162;1.3315;0.0095;0;0;534;[];3;0;2026-01-26T16:26:07.625616;13.455;1.0788;0.0205;0;0;0;0;0;0;176.9;0.0761;-245.1675;0;0;0.1004;0;0;0;0;0;16.663;0;0;0;0;0;0.0516;0;0.0985;0;0;0;0.4052;0;0.0004;305;0;0;0;2026-02-03T10:05:45.924124;T2-L2C2;0;0.0005;0.0007;111.6537;5.009;0.0034;7.2287;3.7088;0.0001;0.0054;0.0007;107479.1833;1346.8401;0;0.0141;16040;298.4055;0.0021;0.0036;8.922;0.0027;0.0034;100.4;33.5638;0.0015;0.66;0.05;2026-02-06T10:07:06.435901;0.392;2.7151;0.0001;0.3458;0.0101;0;2043.7126;0.0241;0.0228;0.0008;0;0;0;0;0;0;1;0;0;Масса образца (g) из пробы C;0;0;0;0;0;0;0;0;0;1/2 от T2-2B2
T2-L3A1;51.92;0.5091;1.12;0.028;8.562;0.1619;8850;683.6595;32.74;0.5129;0;0;535;[];3;0;2026-01-28T18:14:23.584906;301.2231;0.8327;0.0033;0;0;0;0;0;0;210.03;1.4342;136.7896;0;0;0;0;0;0;0;0;252.1;0;0;0;0;0;0.1234;0;1.224;0;0;0;7.6418;0;0.0062;13900;0;0;0;2026-02-03T10:05:45.924142;T2-L3C1;10;0.0158;0.0059;529.4856;21.922;0.0028;1.7489;17.9828;0.0028;0.0002;0.0008;97747.962;18587.655;0.0017;0.0065;46540;109.0476;0.0031;0.0029;68.7638;0.013;0.0332;0;46.0428;0.0664;2.5708;0.05;2026-02-06T10:07:06.435930;2.3523;16.0501;0.0004;0.2592;0.1395;0.0036;29194.17;0.0061;0.0059;0.0001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;149.53 + 60.5 H2SO4;0
T2-L3P3A1;72.852;0.2216;0.361;0.0675;0.062;0.0102;5723;500.7863;1.653;0.0268;0;0;536;[];3;0;2026-01-26T16:26:07.625621;470.03;0.9986;0.0024;0;0;0;0;0;0;481.47;0.9762;-17.16;0;0;0;0;0;0;0;0;4.2858;0;0;0;0;0;0.0019;0;0.527;0;0;0;4.9271;0;0.0002;3580;0;0;0;2026-02-03T10:05:45.924180;T2-L3P3C1;10;0.0001;0;20.6348;0.296;0.0001;4.808;0.2985;0;0;0;271741.668;27554.5281;0.0001;0;56440;350.7605;0;0.0001;7.9587;0.001;0.0005;0;1.4252;0.0021;2.5373;0.05;2026-02-06T10:07:06.435957;1.7381;23.7225;0;0.0091;0.0101;0.0005;17236.626;0.0005;0.0005;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;210.03 + 271.44 (жидкая фаза суспензии);0
T2-L3P3A2;88.755;0.2758;0.263;0.0859;0.044;0.0093;5670;517.8864;2.244;0.0161;0;0;537;[];3;0;2026-01-26T16:26:07.625624;489.42;1.0207;0.0006;0;0;0;0;0;0;623.3118;0.7852;-200.8377;0;0;0;0;0;0;0;0;4.3997;0;0;0;0;0;0.0024;0;0.438;0;0;0;4.5857;0;0.0002;3580;0;0;0;2026-02-03T10:05:45.923848;T2-L3P3C2;10;0.0001;0;27.4238;0.45;0.0001;6.3621;0.2743;0;0;0;446852.2294;35341.7791;0;0;71690;553.2204;0;0.0001;13.9871;0.0012;0.0006;0;2.8049;0.0021;2.7301;0.05;2026-02-06T10:07:06.435984;1.6393;28.5832;0;0.015;0.0131;0;22314.5624;0.0006;0.0006;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
T2-L3P3B1;211.825;6.2225;0.0205;0.0095;0.2205;0.0045;189;97.3661;0.7465;0.0054;0;0;538;[];3;0;2026-01-26T16:26:07.625627;135.379;1.038;0.01;0;0;0;0;0;0;594.3463;0.2278;-688.4509;0;0;0.1079;0;0;0;0;0;7.0939;0;0;0;0;0;0.0114;0;0.1745;0;0;0;0.1817;0;0.0004;215;0;0;0;2026-02-03T10:05:45.924184;T2-L3P3C1;0;0.0002;0;445.0256;1.301;0.0007;65.1174;13.8328;0;0.0063;0;606947.2043;11856.6431;0;0.0188;9675;13288.5366;0.0003;0.0002;46.8306;0.0251;0.0125;107.9;81.6164;0.0016;10.947;0.05;2026-02-06T10:07:06.436028;1.286;11.3987;0;0.7152;0.1004;0;13487.7157;0.0125;0.0439;0.0001;0;0;0;0;0;0;1;0;0;Масса образца (g) из пробы C;0;0;0;0;0;0;0;0;0;30.279824999999995 + 2.32*(260.0мл*1.2г/мл*0.13) + 11.0
T2-L3P3B2;213.775;1.1314;0.0225;0.0079;0.203;0.0031;181;68.92;0.648;0.007;0;0;539;[];3;0;2026-01-26T16:26:07.625630;144.0268;1.027;0.009;0;0;0;0;0;0;623.3118;0.2311;-718.9274;0;0;0.1001;0;0;0;0;0;5.9296;0;0;0;0;0;0.0092;0;0.0945;0;0;0;0.1563;0;0.0004;220;0;0;0;2026-02-03T10:05:45.923851;T2-L3P3C2;0;0.0002;0;426.5842;1.2605;0.001;73.8839;14.6041;0;0.0072;0;1712207.308;13021.4085;0;0.0216;23800;15379.2906;0.0003;0.0005;46.6181;0.0288;0.0144;100.1;90.6822;0.0012;6.7985;0.05;2026-02-06T10:07:06.436055;1.6187;11.2445;0;0.6619;0.0863;0;15827.1264;0.036;0.0719;0.0001;0;0;0;0;0;0;1;0;0;Масса образца (g) из пробы C;0;0;0;0;0;0;0;0;0;32.49885000000001 + 2.32*(275.0мл*1.2г/мл*0.13) + 12.0
T2-L3P3F3B2;284.9;8.3439;0.0102;0.0093;0.0229;0.0054;134.1;116.1558;0.1673;0.0105;0;0;540;[];3;0;2026-01-26T16:26:07.625632;137.6668;0.9961;0.0079;0;0;0;0;0;0;null;-1.5;-1575;0;0;0.1027;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2026-02-03T10:05:45.924188;T2-L3P3F3C2;0;0;0;0;0;0;66.7624;1.5348;0;0;0;0;8987.8893;0;0;0;19095.0757;0;0;11.2131;0;0;102.7;0;0;0;0.05;2026-02-06T10:07:06.436083;0.6836;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;Масса образца (g) из пробы C;0;0;0;0;0;0;0;0;0;144.02685 - 6.36
T2-L3P3F3D2;286.96;8.1317;0.628;0.1695;2.853;0.053;320;96.3766;15.931;0.056;0;0;541;[];3;0;2026-01-26T16:26:07.625635;6.36;0.9753;0.0106;0;0;0;0;0;0;0;0;9.54;0;0;0.105;0;0;0;0;0;9.9947;0;0;0;0;0;0.0257;0;0.319;0;0;0;0.1213;0;0.0038;390;0;0;0;0;0;0;0.001;0.0003;30.2697;1.229;0.0018;2.9538;8.6405;0.0001;0.0018;0.0003;70353.7143;969.1429;0;0.0045;23230;869.0789;0.0015;0.0026;48.2482;0.0115;0.003;105;3.7221;0.006;0.9661;0.05;2026-02-06T10:07:06.436109;1.9019;0.3674;0.0001;0.0778;0.0182;0;1181.1429;0.0079;0.0055;0.0006;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
T2-L3P3F3N3B1;250.56;5.7983;0.023;0.0119;0.044;0.0061;260;136.823;0.325;0.0042;0;0;542;[];3;0;2026-01-26T16:26:07.625637;194.501;0.9621;0.0138;0;0;0;0;0;0;0;0;291.7515;0;0;0.1006;0;0;0;0;0;5.8914;0;0;0;0;0;0.0082;0;0.148;0;0;0;0.2116;0;0.0005;160;0;0;0;2026-01-21T20:40:24.296515;T2-L3P3F3N3C1;0;0.0001;0;569.5244;1.227;0.0007;93.0067;4.2535;0;0.0097;0;67669.334;25134.3241;0;0.0193;700;24221.7548;0.0002;0.0002;31.4179;0.0483;0.0097;100.6;118.6147;0.0022;14.3072;0.05;2026-02-06T10:07:06.436137;2.2234;20.4555;0;0.7927;0.2127;0;15467.2763;0.0193;0.0677;0.0001;0;0;0;0;0;0;0;2026-02-03T10:05:45.924131;Длина имени (13) > 11 символов;0;1;0;0;0;0;0;0;0;0;0
T2-L3P3F3N3B2;395.91;5.3033;0.014;0.0086;0.047;0.0061;240;127.276;0.342;0.0099;0;0;543;[];3;0;2026-01-26T16:26:07.625639;169.202;0.9895;0.0113;0;0;0;0;0;0;0;0;253.803;0;0;0.1018;0;0;0;0;0;6.4413;0;0;0;0;0;0.0104;0;0.244;0;0;0;0.1926;0;0.0004;260;0;0;0;2026-01-21T20:40:24.296515;T2-L3P3F3N3C2;0;0.0002;0;535.3049;1.044;0.0006;82.2325;3.9059;0;0.0083;0;1879006.493;19945.2259;0;0.0166;22610;32902.1433;0.0002;0.0004;28.4219;0.0332;0.0166;101.8;86.7617;0.0012;20.2776;0.05;2026-02-06T10:07:06.436164;1.1635;16.006;0;0.8643;0.0997;0;21607.3281;0.0332;0.0499;0.0001;0;0;0;0;0;0;0;2026-02-03T10:05:45.924152;Длина имени (13) > 11 символов;0;1;0;0;0;0;0;0;0;0;0
T2-L4P4F4A1;91.924;0.1909;0.722;0.0786;0.032;0.0064;6252;528.6502;14.518;0.1343;0;0;544;[];3;0;2026-01-26T16:26:07.625642;395;1.0553;0.0012;0;0;0;0;0;0;465.28;0.849;-105.42;0;0;0;0;0;0;0;0;27.548;0;0;0;0;0;0.0125;0;0.846;0;0;0;5.2478;0;0.0013;4020;0;0;0;2026-02-03T10:05:45.924192;T2-L4P4F4C1;10;0.0002;0;128.1753;0.922;0.0058;4.9101;0.1489;0;0;0;221845.504;29089.3056;0;0.0005;47680;427.704;0.0001;0.0001;67.5494;0.006;0.0009;0;4.2899;0.0059;3.9363;0.05;2026-02-06T10:07:06.436192;3.3593;24.417;0;0.0582;0.0275;0;18704.256;0.0005;0.027;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Скопирован из T2-L4P4A1;0
T2-L4P4F4A2;87.114;0.1556;0.7;0.0487;0.032;0.0058;5388;467.3675;14.38;0.0819;0;0;545;[];3;0;2026-01-26T16:26:07.625645;410;1.094;0.0017;0;0;0;0;0;0;466.02;0.8798;-84.03;0;0;0;0;0;0;0;0;16.5976;0;0;0;0;0;0.0022;0;0.804;0;0;0;4.977;0;0.0014;3400;0;0;0;2026-02-03T10:05:45.924200;T2-L4P4F4C2;10;0.0002;0;77.3481;1.024;0.0002;5.0983;0.1491;0;0;0;256777.02;25109.1576;0;0;55100;405.9687;0;0;67.0137;0.0065;0.0009;0;4.772;0.0052;3.7468;0.05;2026-02-06T10:07:06.436219;3.2621;23.1938;0;0.0103;0.0242;0;15844.68;0;0.0009;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Скопирован из T2-L4P4A2;0
T2-L4P4F4B1;256.21;7.1418;0.02;0.0122;0.083;0.0071;286;155.7549;0.55;0.0135;0;0;546;[];3;0;2026-01-26T16:26:07.625647;139.3609;0.9723;0.009;0;0;0;0;0;0;null;-1.5;-1575;0;0;0.1034;0;0;0;0;0;10.953;0;0;0;0;0;0.0111;0;0.187;0;0;0;0.1583;0;0.0005;270;0;0;0;2026-02-03T10:05:45.924196;T2-L4P4F4C1;0;0.0004;0.0067;738.114;1.569;0.001;65.5225;5.5933;0.0001;0.0067;0;2097152.046;19273.3125;0;0.0337;31120;17265.7881;0.0005;0.0008;37.0641;0.0337;0.027;103.4;105.7337;0.002;12.6018;0.05;2026-02-06T10:07:06.436248;1.3478;10.6677;0;0.748;0.1348;0;18195.0852;0.0539;0.0674;0.0001;0;0;0;0;0;0;1;0;0;Масса образца (g) из пробы C;0;0;0;0;0;0;0;0;0;145.627175 - 6.2663
T2-L4P4F4B2;257.45;7.7075;0.015;0.0103;0.049;0.0054;165;112.7383;0.436;0.0099;0;0;547;[];3;0;2026-01-26T16:26:07.625651;131.6415;1.006;0.0123;0;0;0;0;0;0;null;-1.5;-1593.75;0;0;0.1064;0;0;0;0;0;6.0051;0;0;0;0;0;0.0094;0;0.074;0;0;0;0.1284;0;0.0005;240;0;0;0;2026-02-03T10:05:45.924204;T2-L4P4F4C2;0;0.0002;0;371.485;1.178;0.0006;62.2328;3.0312;0;0.0062;0;204143.226;10207.1613;0;0.0124;3300;15926.2647;0.0002;0.0003;26.9717;0.0309;0.0124;106.4;72.8729;0.001;4.5778;0.05;2026-02-06T10:07:06.436300;0.9279;7.943;0;0.5815;0.0619;0;14846.7801;0.0186;0.0371;0.0001;0;0;0;0;0;0;1;0;0;Масса образца (g) из пробы C;0;0;0;0;0;0;0;0;0;143.50425 - 11.8628
T2-L4P4F4N3A1;107.622;0.0707;0.002;0.0003;0.016;0.001;8;0.0765;0.008;0.0004;0;0;548;[];3;0;2026-01-26T16:26:07.625653;0;1.093;0.0069;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.1184;0;0;0;0;0;0.0019;0;0.034;0;0;0;0.1184;0;0.0001;120;0;0;0;0;0;10;0;0;0;9.906;0.0001;0;0;0;0;0;0;0;0;0;71460;0;0;0;0;0;0;0;0;0.0001;0;0.05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
T2-L4P4F4N3A2;115.652;0.0141;0.002;0.0003;0.024;0.0013;18;0.0773;0.03;0.0007;0;0;549;[];3;0;2026-01-26T16:26:07.625656;0;1.189;0.0095;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.1476;0;0;0;0;0;0.002;0;0.036;0;0;0;0.273;0;0.0001;180;0;0;0;0;0;10;0;0;0;9.878;0.0002;0;0;0;0;0;0;0;0;0;67440;0;0;0;0;0;0;0;0;0.0001;0;0.05;0;0;0;0.0001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
T2-L4P4F4N3B1;374.05;5.5861;0.0184;0.016;0.0286;0.0071;168.2;145.715;0.5361;0.0109;0;0;550;[];3;0;2026-01-26T16:26:07.625659;0;0.9715;0.0081;0;0;0;0;0;0;0;0;0;0;0;0.1104;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9.7153;0.2865;0;0;0;0;1682;0;0;0;3740.5;0;0;5.3607;0;0;110.4;0;0;0;0.05;2026-01-21T17:37:10.494156;0.1837;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
T2-L4P4F4N3B2;343.5;5.374;0.0168;0.0146;0.0261;0.0062;156.2333;135.3889;0.4816;0.0117;0;0;551;[];3;0;2026-01-26T16:26:07.625661;0;0.9769;0.0053;0;0;0;0;0;0;0;0;0;0;0;0.1057;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9.769;0.2615;0;0;0;0;1562.3333;0;0;0;3435;0;0;4.8157;0;0;105.7;0;0;0;0.05;2026-01-21T17:37:10.494156;0.168;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
T2-L4P4F4N4B1;323.34;5.5154;0.024;0.0154;0.036;0.0067;230;142.9862;0.593;0.0176;0;0;552;[];7;0;2026-01-26T16:26:07.625664;187.71;0.9622;0.0093;0;0;0;0;0;0;0;0;281.565;0;0;0.1011;0;0;0;0;0;5.1964;0;0;0;0;0;0.0069;0;0.132;0;0;0;0.1945;0;0.0016;220;0;0;0;0;0;0;0.0001;0;482.4017;0.792;0.0004;89.3247;3.342;0;0.0093;0;3020812.76;21351.7804;0;0.0186;32540;30016.8899;0.0002;0.0003;55.0505;0.1485;0.0093;101.1;73.5244;0.007;12.2541;0.05;2026-02-06T10:07:06.436338;2.228;18.0562;0;0.6406;0.6498;0;20423.4421;0.0279;0.0371;0.0001;0;0;0;0;0;0;0;2026-02-03T10:05:45.924208;Длина имени (13) > 11 символов;0;1;0;0;0;0;0;0;0;0;0
T2-L4P4F4N4B2;291.31;5.1619;0.022;0.0138;0.039;0.0062;194;131.5862;0.513;0.0105;0;0;553;[];3;0;2026-01-26T16:26:07.625666;0;0.9785;0.0083;0;0;0;0;0;0;0;0;0;0;0;0.1046;0;0;0;0;0;4.54;0;0;0;0;0;0.0066;0;0.121;0;0;0;0.1748;0;0.0004;200;0;0;0;0;0;0;0.0001;0.0002;45.4;0.743;0.0004;9.7853;0.2745;0;0.0004;0.0003;29300;1518;0;0.0014;2930;3252.5;0.0001;0.0002;4.5707;0.0041;0.0013;104.6;7.43;0.0009;1.21;0.05;2026-01-21T17:37:10.494156;0.1577;1.748;0;0.0665;0.0087;0.0001;2000;0.0021;0.004;0;0;0;0;0;0;0;0;2026-02-03T10:05:45.924212;Длина имени (13) > 11 символов;0;1;0;0;0;0;0;0;0;0;0
T2-L1P1F1N1A3;45.22;0.0354;0.0012;0.0003;0.0119;0.0009;4.6512;0.0971;0.0016;0.0006;0;0;554;[];3;0;2026-01-26T16:26:07.625669;1;1.2075;0.0073;0;0;0;0;0;0;0;0;1.5;0;0;0;0;0;0;0;0;0.2099;0;0;0;0;0;0.0943;0;0.011;0;0;0;0.0501;0;0.0002;90;0;0;0;2026-02-03T10:05:45.924106;T2-L1P1F1N1C3;10;0;0;0;5.719;0.0011;0;0;0;0;0;0;0;0;0;490;0;0;0;0;0;0;0;0;0.0001;0;0.05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
T2-L2P2F2N2A1;79.775;0.0177;0.001;0.0003;0.017;0.0009;13;0.0322;0;0.0003;0;0;555;[];3;0;2026-01-26T16:26:07.625671;1;1.2398;0.0063;0;0;0;0;0;0;0;0;1.5;0;0;0;0;0;0;0;0;0.0358;0;0;0;0;0;0.1103;0;0.005;0;0;0;0.1723;0;0;120;0;0;0;2026-02-03T10:05:45.924036;T2-L2P2F2N2C1;10;0;0;0;5.634;0.0012;0;0;0;0;0;0;0;0;0;330;0;0;0;0;0;0;0;0;0;0;0.05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
T2-L2P2F2N2A2;67.165;0.0283;0;0.0002;0.016;0.0013;15;0.1196;0.012;0.0005;0;0;556;[];3;0;2026-01-26T16:26:07.625674;1;1.276;0.0079;0;0;0;0;0;0;0;0;1.5;0;0;0;0;0;0;0;0;0.04;0;0;0;0;0;0.098;0;0.006;0;0;0;0.2409;0;0;120;0;0;0;2026-02-03T10:05:45.924029;T2-L2P2F2N2C2;10;0;0;0;5.363;0.0011;0;0;0;0;0;0;0;0;0;280;0;0;0;0;0;0;0;0;0;0;0.05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
T2-L3P3F3N3A1;87.432;0.0849;0.002;0.0003;0.016;0.0023;60;0.6161;0;0.0004;0;0;557;[];3;0;2026-01-26T16:26:07.625677;0;1.2177;0.0095;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.1764;0;0;0;0;0;0.0024;0;0.038;0;0;0;1.263;0;0.0001;180;0;0;0;2026-02-03T10:05:45.924128;T2-L3P3F3N3C1;10;0;0;0;8.506;0.0001;0;0;0;0;0;0;0;0;0;70980;0;0;0;0;0;0;0;0;0.0001;0;0.05;0;0;0;0.0002;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
T2-L3P3F3N3A2;56.175;0.0778;0.0007;0.0008;0.0079;0.0008;0.5897;0.0097;0.0005;0.0009;0;0;558;[];3;0;2026-01-26T16:26:07.625679;0;1.192;0.0092;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2026-02-03T10:05:45.924150;T2-L3P3F3N3C2;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
